wikidata_id	word
Q159332	Kletterhortensie
Q159364	Italienische Waldrebe
Q159417	Kleines Helmkraut
Q159444	Kleiner Gelbstern
Q159598	Immergrünes Felsenblümchen
Q159598	Immergrünes Hungerblümchen
Q159708	Kleingrannige Segge
Q159711	Gauchheil-Ehrenpreis
Q159743	Gewöhnliche Seekanne
Q159744	Gemeines Labkraut
Q159744	Grasstern
Q159744	Klein-Wiesen-Labkraut
Q159744	Kleinblütiges Wiesen-Labkraut
Q159748	Haar-Hainsimse
Q160025	Kleeblatt-Schaumkraut
Q160035	Gestreiftes Leinkraut
Q160042	Kaffernbüffel
Q160100	Gemeine Waldrebe
Q160100	Gewöhnliche Waldrebe
Q160121	Kamelie
Q160239	Glanz-Melde
Q160239	Glänzende Melde
Q160480	Gezähnter Feldsalat
Q160480	Gezähntes Rapünzchen
Q160741	Großblättrige Weide
Q161126	Kicher-Tragant
Q161508	Gletscher-Hahnenfuß
Q161707	Grosser Klappertopf
Q162214	Kalifornische Trespe
Q162298	Herbst-Wasserstern
Q162298	Herbstwasserstern
Q162325	Hundsrauke
Q162755	Helm-Knabenkraut
Q162834	Knäuel-Ampfer
Q162834	Knäuelblütiger Ampfer
Q163035	Gebirgs-Täschelkraut
Q163305	Kleinblütiges Schaumkraut
Q163331	Gersten-Segge
Q163351	Kamm-Laichkraut
Q164429	Japanische Trespe
Q164843	Haarstiel-Segge
Q165099	Herabgebogener Igelsame
Q165424	Gewöhnliche Trauben-Kirsche
Q15356296	Großer Klappertopf
Q15550093	Gebirgs-Hellerkraut
Q18200021	Jungfernrebe
Q153343	Weg-Malve
Q153343	Wegmalve
Q157154	Wegeblatt
Q157154	Wegebreit
Q157154	Wegetrene
Q157154	Wegtritt
Q157522	Virginischer Wacholder
Q157561	Wallwurz
Q157626	Weisse Taubnessel
Q157626	Weiße Taubnessel
Q157838	Wolliger Fingerhut
Q157842	Wald-Schlüsselblume
Q157842	Waldschlüsselblume
Q157846	Wald-Sanikel
Q157877	Spritzgurke
Q157882	Wasserfeder
Q157883	Vielblütiger Lolch
Q157920	Moschus-Malve
Q157924	Schnabel-Segge
Q157933	Saat-Esparsette
Q158049	Moosauge
Q158118	Pyramiden-Hundswurz
Q158144	Wanzen-Knabenkraut
Q158150	Schneebeere
Q158157	Sumpf-Weidenröschen
Q158157	Sumpfweidenröschen
Q158234	Rispen-Segge
Q158457	Salz-Hornklee
Q158457	Schmalblatt-Hornklee
Q158569	Steinbeere
Q158592	Ranken-Platterbse
Q158592	Rankenplatterbse
Q158664	Sumpf-Storchschnabel
Q158839	Schmalblättriger Hohlzahn
Q158889	Mehlige Königskerze
Q159034	Kronen-Lichtnelke
Q159107	Orangerotes Habichtskraut
Q159167	Quirlige Knorpelmiere
Q159185	Rauhaariges Hartheu
Q159185	Rauhhaariges Hartheu
Q159188	Silber-Ölweide
Q159195	Orientalischer Ackerkohl
Q159245	Mauer-Felsenblümchen
Q159245	Mauerfelsenblümchen
Q159345	Rotes Schnabelried
Q159417	Moorschildkraut
Q159453	Meerstrand-Gänsefüßchen
Q159453	Schmalzmelde
Q159453	Sode
Q159453	Strand-Sode
Q159453	Strandsode
Q159476	Reif-Weide
Q159480	Langährige Segge
Q159669	Rosenrotes Weidenröschen
Q159722	Rasen-Schmiele
Q159722	Rasenschmiele
Q159757	Sumpf-Labkraut
Q159757	Sumpflabkraut
Q159765	Rosen-Melde
Q159787	Sand-Schmalwand
Q160035	Streifen-Leinkraut
Q160220	Rankender Lerchensporn
Q160271	Reichblättriges Läusekraut
Q160283	Siebenbürgener Perlgras
Q160352	Raues Straußgras
Q160401	Rundblättriges Täschelkraut
Q160571	Moschuskürbis
Q160833	Spreiz-Klee
Q160980	Röhriger Goldstern
Q161043	Narzissen-Windröschen
Q161058	Schwarzes Bilsenkraut
Q161114	Pfahlrohr
Q161315	Strand-Salde
Q161444	Quirlblättriges Läusekraut
Q161460	Südlicher Wasserschlauch
Q163317	Rispen-Ehrenpreis
Q163372	Schwarzwerdender Geißklee
Q163397	Mauer-Erdrauch
Q163710	Täuschende Mehlbeere
Q163822	Schweizer Ahorn
Q164107	Strandsalde
Q164288	Stengelumfassendes Täschelkraut
Q164347	Röhricht-Brennnessel
Q164966	Späte Faltenlilie
Q164989	Skandinavischer Augentrost
Q165122	Schlamm-Ehrenpreis
Q165238	Salz-Steinklee
Q166442	Schneesturmvogel
Q166985	Schmalschnabelkardinal
Q15490427	Schmalblättriger Hornklee
Q20757547	Orangerotes Habichtskraut
Q158190	Wiesen-Segge
Q158596	Weisser Honigklee
Q158596	Weißer Honigklee
Q158596	Weißer Steinklee
Q158783	Tulpenbaum
Q158901	Trauer-Segge
Q158902	Wiesen-Gelbstern
Q158902	Wiesen-Goldstern
Q158902	Wiesengelbstern
Q158965	Weiches Honiggras
Q159034	Vexiernelke
Q159060	Trauben-Gamander
Q159060	Traubengamander
Q159109	Vielsamiger Gänsefuss
Q159109	Vielsamiger Gänsefuß
Q159200	Zwerg-Storchschnabel
Q159293	Violette Stendelwurz
Q159444	Zwerg-Goldstern
Q159513	Weiße Braunelle
Q159553	Zweigriffeliger Weißdorn
Q159553	Zweigriffliger Weissdorn
Q159553	Zweigriffliger Weißdorn
Q159711	Ufer-Ehrenpreis
Q159711	Wasserehrenpreis
Q159743	Teichenzian
Q159744	Weisses Waldstroh
Q159744	Weißes Waldstroh
Q159744	Wiesen-Labkraut
Q159744	Wiesenlabkraut
Q159962	Zierliches Schillergras
Q160019	Zwerg-Mandel
Q160100	Weiße Waldrebe
Q160132	Zwillings-Zwergginster
Q160489	Ufer-Hahnenfuß
Q161111	Tigerlotus
Q161366	Zottiges Weidenröschen
Q162286	Thüringisches Fingerkraut
Q163050	Wilde Tulpe
Q163083	Wiesen-Schwertlilie
Q164645	Zweifarben-Weide
Q165424	Traubenkirsche
Q156251	Echter Kapernstrauch
Q156907	Esche
Q156944	Berg-Ahorn
Q156944	Bergahorn
Q157078	Echtes Leinkraut
Q157078	Frauenflachs
Q157154	Breit-Wegerich
Q157154	Breitwegerich
Q157343	Frauenbiss
Q157343	Gamander-Ehrenpreis
Q157540	Asch-Weide
Q157561	Beinwell
Q157772	Blaues Pfeifengras
Q157815	Gänse-Fingerkraut
Q157815	Gänsefingerkraut
Q157877	Echte Springgurke
Q157877	Eselsgurke
Q157887	Aufrechte Waldrebe
Q157897	Buckel-Wasserlinse
Q157897	Buckelige Wasserlinse
Q157897	Bucklige Wasserlinse
Q157933	Futter-Esparsette
Q157933	Futteresparsette
Q158026	Behaartfrüchtige Segge
Q158026	Faden-Segge
Q158049	Einblütiges Moosauge
Q158049	Einblütiges Wintergrün
Q158190	Braun-Segge
Q158338	Damaszener Schwarzkümmel
Q158496	Echter Eibisch
Q158521	Fuchs-Segge
Q158521	Fuchssegge
Q158596	Bokharaklee
Q159120	Acker-Ehrenpreis
Q161867	Acker-Hellerkraut
Q163133	Acker-Spatzenzunge
Q158866	Berg-Platterbse
Q159109	Fisch-Gänsefuß
Q159109	Fischmelde
Q159140	Arabischer Schneckenklee
Q159185	Behaartes Hartheu
Q159185	Behaartes Johanniskraut
Q159195	Ackerkohl
Q159266	Ausdauernder Lein
Q159291	Bienen-Ragwurz
Q159345	Braunes Schnabelried
Q159422	Färber-Meier
Q159502	Berg-Ehrenpreis
Q159711	Blauer Wasser-Ehrenpreis
Q159738	Garten-Pfingstrose
Q159743	Europäische Seekanne
Q159748	Behaarte Hainsimse
Q159753	Feuerbohne
Q159757	Echtes Sumpf-Labkraut
Q159845	Alpen-Laichkraut
Q159847	Alpen-Ziest
Q159910	Distel-Sommerwurz
Q159910	Distelsommerwurz
Q160042	Afrikanischer Büffel
Q160045	Frühlings-Ehrenpreis
Q160045	Frühlingsehrenpreis
Q160076	Bleiche Miere
Q160100	Echte Waldrebe
Q160144	Aufrechte Weißmiere
Q160200	Breitblättriges Hornkraut
Q160220	Europäischer Rankenlerchensporn
Q160286	Blaugrüner Steinbrech
Q160893	Dreiblütige Binse
Q160964	Dreinervige Segge
Q160987	Drüsiger Klappertopf
Q161058	Bilsenkraut
Q161198	Eingerollter Sagopalmfarn
Q161299	Ebensträußiges Gipskraut
Q161366	Behaartes Weidenröschen
Q161625	Bach-Nelkenwurz
Q161625	Bachnelkenwurz
Q161742	Draht-Schmiele
Q161742	Drahtschmiele
Q161867	Ackertäschelkraut
Q162473	Felsen-Ehrenpreis
Q162477	Alpen-Frauenmantel
Q162815	Ackerrittersporn
Q162815	Feld-Rittersporn
Q163380	Gamander-Sommerwurz
Q163502	Fächerblatt-Frauenmantel
Q164398	Blassgelbe Fetthenne
Q164560	Behaartes Bruchkraut
Q164619	Bleicher Schwingel
Q164774	Fuchsschwanz-Klee
Q164776	Biegsames Nixkraut
Q165013	Filz-Segge
Q165013	Filzsegge
Q11085761	Bleiche Sternmiere
Q61865	Pfau
Q134283	Dost
Q187305	Rußdrossel
Q187361	Zaunkönigsänger
Q188957	Abessinischer Fuchs
Q188957	Äthiopischer Wolf
Q189466	Dickhornschaf
Q192190	Europäische Stechpalme
Q192421	Baumozelot
Q192421	Bergozelot
Q194175	Gilbert-Schmalfußbeutelmaus
Q194175	Gilberts Schmalfuß-Beutelmaus
Q194255	Gemeiner Mausnasenbeutler
Q194432	Flinke Schmalbeutelratte
Q196000	Callewaert-Zwergmaus
Q196046	Dalquest-Taschenmaus
Q202423	Felsenhuhn
Q202469	Braunkehl-Keilschwanzhuhn
Q187361	Zeledonwaldsänger
Q187986	Regenbogenforelle
Q188879	Lachs
Q189484	Mantelpavian
Q189868	Mandrill
Q190520	Schneekranich
Q191125	Streifengans
Q191723	Moorente
Q192029	Nasenaffe
Q192190	Stechpalme
Q192421	Langschwanzkatze
Q192421	Margay
Q192421	Peludo
Q194031	Karausche
Q194175	Mount Saddleback-Beutelmaus
Q194198	Nördliche Flachkopf-Beutelmaus
Q194198	Nördliche Flachkopfbeutelmaus
Q194264	Goldener Kurznasenbeutler
Q194313	Großer Pampashase
Q194313	Patagonischer Mara
Q194516	Tüpfelbeutelmarder
Q194606	McIlhennys Vieraugen-Beutelratte
Q195033	Langschwanz-Mausnasenbeutler
Q195033	Streifen-Mausnasenbeutler
Q199235	Zieselmaus
Q199308	Nordaustralische Hüpfmaus
Q199308	Nördliche Hüpfmaus
Q202804	Schwefelmaskentyrann
Q204140	Guam-Zimtkopfliest
Q204140	Zimtliest
Q204175	Goldhamster
Q204175	Syrischer Goldhamster
Q205015	Seeteufel
Q907860	Schwefeltyrann
Q21949185	Schneekranich
Q23759614	Jungfernkranich
Q244227	Natalzwergfischer
Q244239	Zwerg-Plumplori
Q244320	Zwergschneegans
Q245798	Zypern-Maus
Q246468	Rotaugenschwalbe
Q247714	Sumpf-Porst
Q247983	Rostbinde
Q248379	Blauflügel-Prachtlibelle
Q248391	Gelbbrustpieper
Q248520	Pfauensteißhuhn
Q248520	Pfauentinamu
Q248541	Goldkopftrogon
Q249579	Edwards-Wieselmaki
Q250490	Großer Gelbkopfgeier
Q250490	Wald-Gelbkopfgeier
Q250651	Orangewangen-Ameisenpitta
Q250651	Westliche Brillenameisenpitta
Q251930	Gelbschulterkardinal
Q251930	Gelbschultertangare
Q253644	Boninbrillenvogel
Q253644	Boninhonigfresser
Q254436	Kanadische Goldrute
Q255576	Bergnyala
Q255576	Mittelkudu
Q257082	Sumatra-Stachelschwein
Q257212	Afrika-Waldohreule
Q258508	Dünnschnabel-Erdhacker
Q259344	Madagaskarfruchttaube
Q260587	Philippinen-Pustelschwein
Q261306	Feuerschnabelarassari
Q261612	Marmorschwalm
Q261904	Schwarzrückentamarin
Q264390	Roststirn-Dornschnabel
Q264640	Olivmantelspecht
Q265279	Amamischnepfe
Q267735	Amerikakrähe
Q21346306	Ceylonhuhn
Q27075033	Zwergmoschuslori
Q94697916	Schwarzrückentamarin
Q131918	Merlin
Q223960	Bergtapir
Q226969	Woll-Habichtskraut
Q232644	Europäische Zweifarbfledermaus
Q234722	Habichtsadler
Q237267	Grasantilope
Q237267	Kob-Antilope
Q237267	Kob-Wasserbock
Q237267	Moorantilope
Q237267	Senegal-Kob-Wasserbock
Q240529	Einfarbsittich
Q205700	Kappenlangur
Q207107	Gelbhaubenkakadu
Q207148	Europäische Haselmaus
Q207148	Haselmaus
Q207906	Davidshirsch
Q208140	Afrikanischer Esel
Q208140	Afrikanischer Wildesel
Q208405	Atlantiksturmtaucher
Q208486	Goldener Löwenaffe
Q208486	Goldenes Löwenäffchen
Q208486	Goldgelber Löwenaffe
Q208486	Goldgelbes Löwenäffchen
Q208648	Glattnatter
Q208705	Gewöhnliches Hundszahngras
Q209278	Dünnschwanz-Schlafbeutler
Q209629	Grauer Queensland-Ringbeutler
Q209750	Großer Beutelmull
Q209786	Ferguson-Streifenbeutler
Q209996	Grauer Kuskus
Q209996	Grauer Wollkuskus
Q210070	Bürstenrattenkänguru
Q210070	Bürstenschwanz-Rattenkänguru
Q210791	Cistensänger
Q210872	Ganges-Delfin
Q213021	Eselspinguin
Q281744	Weißkinn-Honigschmecker
Q282609	Honduras-Kleinohrspitzmaus
Q283458	Hudsonschnepfe
Q283461	Fleckenbauch-Avosettkolibri
Q283461	Fleckenbauchkolibri
Q283940	Goldeule
Q284417	Pakarana
Q285855	Kurzzehenrötel
Q286483	Schwarzer Schopfgibbon
Q286887	Weißkehlkolibri
Q287071	Amazonaszwergkauz
Q287252	Magellan-Lummensturmvogel
Q287502	Gelbbauch-Grüntaube
Q287502	Sumatragrüntaube
Q287893	Grasammer
Q290199	Bernierente
Q742921	Weißkinn-Honigfresser
Q1301425	Weißkehl-Honigfresser
Q210791	Zistensänger
Q210872	Schnabeldelfin
Q210872	Susu
Q212185	Kleine Waldmaus
Q212185	Waldmaus
Q213836	Reiherläufer
Q215887	Virginiahirsch
Q215887	Weißwedelhirsch
Q216850	Sepiasturmtaucher
Q218099	Trockenrasen-Flechtenbär
Q218543	Weißschopfreiher
Q220578	Schwarzhalsreiher
Q221027	Streifenkehlbülbül
Q221256	Schwarzgimpelfink
Q221256	Schwarzgimpeltangare
Q221256	Weißflügelspelzer
Q221422	Kurzschopftyrann
Q222081	Weißbrauenrötel
Q222449	Riesenbovist
Q510172	Kleiner Palau-Flughund
Q205700	Schopflangur
Q206504	Zitronensittich
Q206540	Zitronenstelze
Q207906	Milu
Q208405	Schwarzschnabel-sturmtaucher
Q208600	Sardine
Q209174	Matschie-Baumkänguru
Q209207	Niceforo-Großohrfledermaus
Q209278	Südwestlicher Schlafbeutler
Q209513	Kupferfarbener Ringbeutler
Q209513	Kupferringbeutler
Q209568	Tiefland-Ringbeutler
Q209575	Zwerg-Ringbeutler
Q209585	SchwarzesSchwarzesBergkänguru
Q209585	Wallaruh
Q209594	Rotbeinfilander
Q209627	Weißstreifen-Buschkänguru
Q209903	Mittlerer Gleithörnchenbeutler
Q209996	Nördlicher Wollkuskus
Q210070	Südliches Bürstenkänguru
Q213785	Fettschwalm
Q214034	Flunder
Q214835	Bengalfuchs
Q216580	Dänische Rötelmaus
Q216580	Eurasische Rötelmaus
Q220248	Buntmarder
Q220662	Kaiserling
Q221088	Guadalupe Seebär
Q221540	Dickschnabelsaltator
Q221543	Fischschwanzpalme
Q221577	Halsband-Springaffe
Q3410599	Gelbschnabel-Sturmtaucher
Q35255	Puma
Q270722	Mangrovereiher
Q271459	Feuerwiesel
Q271459	Kolinsky
Q271459	Kolonok
Q271459	Sibirischer Nerz
Q271459	Sibirisches Feuerwiesel
Q271459	Sibirisches Wiesel
Q276196	Westland-Sturmvogel
Q276219	Taubensturmvogel
Q277147	Nevada-Grashüpfernmaus
Q279282	Stirnbandibis
Q279307	Steppenkiebitz
Q281555	Weidengelbkehlchen
Q281744	Weißkehl-Honigfresser
Q281744	Weißkinn-Honigfresser
Q194815	Zwergkaninchen
Q226735	Zorilla
Q226948	Zottige Bäumchenschnecke
Q228125	Zuckervogel
Q232326	Zweiblütiges Sandkraut
Q232344	Zweiblütiges Veilchen
Q232644	Zweifarbfledermaus
Q241399	Weißkopf-Ruderente
Q242851	Moschusente
Q243213	Bergzebra
Q243213	Kap-Bergzebra
Q244080	Zwergdorsch
Q244194	Zwergkaninchen
Q23034863	Stahlblauer Rötling
Q26191	Grünling
Q299246	Gewöhnlicher Pillenfarn
Q299246	Pillenfarn
Q300946	Pazifischer Weißseiten-Delfin
Q300961	Hector-Delfin
Q300961	Neuseeland-Delfin
Q301239	Afrikanische Gelbflügelfledermaus
Q301239	Gelbflüglige Großblattnase
Q301286	Gelbohrfledermaus
Q301286	Honduras-Zwergfledermaus
Q301320	Millard-Ratte
Q301611	Greisenhaupt
Q301631	Gefleckte Fledermaus
Q301741	Palawan-Flughund
Q301813	Dünen-Zwergrennmaus
Q301888	Asiatischer Quastenstachler
Q301888	Langschwanz-Quastenstachler
Q302027	Nordaustralische Bulldoggfledermaus
Q302133	Chilenische Felsenratte
Q302191	Brillenblattnase
Q302199	Grasse-Spitzmaus
Q302480	Salta-Feldmaus
Q302548	Graubauch-Pinselschwanz-Baummaus
Q302588	Peters-Trompetenohr
Q302628	Blasse Atlantik-Baumratte
Q302658	Äthiopien-Epaulettenflughund
Q302685	Panama-Baumstachelratte
Q303057	Eisentraut-Spitzmaus
Q307057	Afrikanische Bananenstauden-Klettermaus
Q308199	Abdimstorch
Q309101	Aba-Rundblattnase
Q367543	Zimtbürzel-Blattspäher
Q368657	Eichelspecht
Q370148	Braunohrkotinga
Q373028	Großer Falscher Vampir
Q376177	Bergschlangenadler
Q376177	Bergschlangenweihe
Q378959	Chinesisches Tupaia
Q384301	Chinabuschwachtel
Q385750	Diamantfasan
Q386041	Berlepschparadiesvogel
Q386818	Afrikanische Waldbachmaus
Q386818	Afrikanische Wasserratte
Q386949	Afrikazwergente
Q387616	Gefleckte Heidelibelle
Q300946	Weißstreifendelfin
Q301055	Südlicher Zwergwal
